0.890206216	2.845205269	4.365100318	3.53628894	1.336658383	3.101018657	0.424311352	5.598247739	0.711996464
5.35912311	3.814946952	1.089283411	0.130042315	1.488924543	1.15516082	1.845734526	1.086120133	3.511495032
4.181166671	0.509040336	0.646560902	0.908209089	4.32053973	1.794025666	1.756680414	0.479835087	2.778660143
0.797709428	0.483991749	3.884478914	3.468750404	0.721404453	1.841652831	0.942167941	0.315067349	2.698443243
2.434095141	1.552802019	7.348254028	1.088263559	2.454192945	1.422771681	6.186194269	1.415584872	6.422527289
1.705740434	0.863947086	1.773510002	4.997730683	2.283759359	1.041752854	1.926189144	2.50912989	0.583325989
4.920553369	0.831805872	5.169361535	0.955143901	1.205912834	2.379409399	2.426421849	2.863176835	0.167937073
1.734751993	0.293860879	1.638985867	2.008405493	5.434581219	2.246400978	2.992339032	0.292088221	1.153183925
1.230791457	2.758244015	0.48072823	2.326646842	1.402427265	2.349378548	2.189268581	0.554027059	3.326376597
1.898614199	1.222065148	1.763007186	0.897378071	0.299215248	1.085086102	3.5618452	0.469357851	1.29936009
2.473856452	1.611826138	1.377632793	0.371233627	1.244611174	0.268991246	9.444654226	2.02012614	0.215186318
5.509433629	0.936484513	0.301839572	0.688577068	0.568009759	0.095573837	0.274277624	0.176778272	0.476850326
